4510;Equipo;Equipo durante el período seleccionado;Posición específica;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %
V. Prijovi?;Spartak Subotica;Spartak Subotica;LCB, LWB, LB;21;200000;2025-06-30;14;1094;0;0,34;0;0,14;17,77;56,02;Serbia;Serbia;izquierdo;188;78;no;11,6;7,73;67,02;2,8;47,06;1,32;1,67;0;5,1;6,48;1,81;4;0,33;0;0;2,3;0;0;0;0,03;0;0;5;0,41;60;0;0;2,3;28,57;2,3;28,57;0;0;0,25;2,06;68;3,7;53,33;0,58;0,82;0,08;0,58;0,41;38,83;73,31;18,35;59,64;3,87;93,62;11,68;86,62;29,29;85,11;7,32;39,33;21,39;34,04;0,01;0,08;0;0,08;0;0;0,08;6,58;50;2,8;32,35;0,49;33,33;0,49;0,58;8,47;66,99;0;0;0;0;0;0
Matheus Mascarenhas;U Craiova 1948;U Craiova 1948;LB;25;200000;2024-06-30;22;1654;0;0,24;3;1,1;17,36;55,49;Brazil;Brazil, Portugal;izquierdo;180;78;no;8,92;6,48;66,39;3,05;51,79;0,22;0,31;0,16;4,41;6,36;1,2;5;0,27;1;0,05;2,99;0;0;0;0,01;0;0;11;0,6;36,36;0;0,16;2,5;41,3;2,39;40,91;0,11;50;0,05;2,56;61,7;4,95;49,45;0,38;1,14;0,27;1,14;1,14;38,74;75,42;15,78;61,72;6,09;92,86;11,81;83,87;30,63;83,3;5,66;47,12;20,83;39,05;0,06;0,65;0,05;0;0,27;60;0,38;6,31;66,38;3,16;53,45;0,65;50;0,54;1,03;9,85;71,82;1,03;0,11;0;0,71;0;0
Miguel Silva;O?elul;O?elul;LB;28;200000;2025-06-30;18;1592;0;0,46;0;0,6;21,37;51,32;Portugal;Portugal;izquierdo;191;78;no;8,99;6,05;69,16;4,24;49,33;0,11;0,15;0,23;4,69;6,34;0,79;4;0,23;0;0;2,6;0;0;0;0,03;0;0;12;0,68;33,33;0;0;2,15;26,32;2,04;25;0,11;50;0,28;2,94;59,62;8,42;43,62;1,02;2,37;1,36;1,07;0,79;34,77;72,52;16,11;64,91;5,71;91,09;7,86;69,78;28,1;80,89;4,64;42,68;17,57;32,39;0,03;0,4;0;0;0,23;25;0,17;5,6;64,65;2,32;26,83;0,28;0;0,45;0,62;7,8;67,39;0,28;0,11;0;0;0;0
D. Veroli;Catanzaro;Catanzaro;LB, LCB;21;200000;2025-06-30;16;1336;0;0,67;0;0,56;11,12;46,67;Italy;Italy;izquierdo;188;78;si;7,01;4,65;49,28;2,69;42,5;0,47;0,74;0,2;4,24;6,65;1,01;4;0,27;0;0;0,67;0;0;0;0,04;0;0;6;0,4;0;0;0;0,54;25;0,54;25;0;0;0,13;0,4;100;1,41;52,38;0,61;0,4;0,2;1,68;0,61;48,03;84,01;21,22;73,02;5,05;98,67;14,82;91,82;42,04;89,9;5,46;44,44;18,2;31,89;0,04;0,2;0;0;0,13;100;0,07;6,33;80,85;0,61;33,33;0,34;80;0,34;0,07;10,04;64,43;0,07;0;0;0;0;0
Manny Rodríguez;SD Logroñés;SD Logroñés;LW, LB, LWF;25;200000;2024-06-30;12;435;0;0,31;0;0;32,28;57,69;Dominican Republic;Dominican Republic, Spain;izquierdo;181;74;no;10,97;9,1;75;3,72;61,11;0,41;0,63;0;3,72;5,63;1,24;0;0;0;0;4,14;0;0;0;0,06;0;0;3;0,62;0;0;0;4,55;0;4,55;0;0;0;0,62;7,45;52,78;15,93;48,05;1,66;3,93;1,45;4,97;3,52;28,14;71,32;6,21;70;7,66;89,19;8,28;65;23,38;85,84;0,21;0;19,47;2,41;0;0;0;0;0,21;100;0;2,28;90,91;2,9;0;0,41;50;0,21;0;3,31;75;0;0;0;0;0;0
Jaume Pol;Cultural Leonesa;Cultural Leonesa;LB;29;200000;2024-06-30;18;1171;0;0,59;0;0,4;20,6;54,85;Spain;Spain;izquierdo;182;76;no;9,84;7,69;58;3,07;65;0,85;1,05;0,46;4,53;5,65;1,15;2;0,15;0;0;2,46;0;0;0;0,05;0;0;5;0,38;20;0;0;1,92;36;1,92;36;0;0;0;2,77;58,33;6,84;47,19;1,08;1,84;0,85;1,84;1,31;46,73;82,57;20,37;75,47;5,38;90;15,45;94,03;39,5;88,52;5,46;56,34;21,44;38,56;0,03;0,38;0,08;0;0,23;33,33;0,23;6,23;70,37;1,31;52,94;0,23;33,33;0,31;0,54;9,07;70,34;0;0;0;0;0;0
Yago Cantero;Real Sociedad B;Real Sociedad B;LCB, LB;24;200000;2024-06-30;22;2093;0;0,33;1;0,85;12,34;58,89;Spain;Spain;izquierdo;185;75;no;9,59;5,63;67,18;3,61;50;0,04;0,06;0,3;5,76;8,09;1,08;4;0,17;0;0;0,65;0;0;0;0,01;0;0;7;0,3;14,29;0;0,04;0,6;50;0,6;50;0;0;0,04;0,34;62,5;0,69;50;0,26;1,33;0,04;0,47;0,3;56,93;84,67;23,91;71,58;3,66;97,65;25,63;94,13;46,05;91,97;10,32;53,75;25,07;43,13;0,04;0,17;0,04;0,04;0,17;50;0,13;11,7;73,9;1,16;37,04;0,73;29,41;0,22;0,3;13,59;76,9;0;0;0;0,04;0;0
J. Holúbek;Piast Gliwice;Piast Gliwice;LB;33;200000;2024-06-30;11;647;0;0,3;0;0,13;16,14;56,03;Slovakia;Slovakia;izquierdo;180;77;no;11,41;8,35;55;3,2;69,57;0,28;0,38;1,11;6,54;8,87;1,39;1;0,14;0;0;1,39;0;0;0;0,04;0;0;5;0,7;40;0;0;2,64;26,32;2,5;27,78;0,14;0;0,83;0,7;40;2,23;31,25;1,67;0,42;0,14;1,11;0,42;34,22;78,05;13,21;68,42;4,31;93,55;9,32;80,6;28,52;86,83;3,34;41,67;16,16;30,67;0,02;0,28;0;0;0,14;100;0,14;4,17;66,67;2,23;43,75;0;0;0,7;0,7;5,98;67,44;0;0;0;0,14;0;0
W. Le Pogam;Yverdon Sport;Yverdon Sport;LB, LWB;30;200000;2025-06-30;23;2155;1;0,4;2;2,18;13,41;49,22;France;France;izquierdo;183;75;no;7,43;5,64;60,74;1,34;53,13;0,17;0,22;0,13;3,84;5,03;0,29;1;0,04;0;0;2,42;0,04;1;0,04;0,02;0;0;3;0,13;33,33;33,333;0,08;2,71;36,92;2,71;36,92;0;0;0,29;2,55;50,82;5,18;39,52;0,92;2,55;1,25;2,17;0,58;38,46;84,15;12,24;78,5;7,18;93,6;11,82;86,93;33,54;88,92;2,38;70,18;18,02;31,61;0,09;1,04;0;0,04;0,08;100;0,54;3,13;84;2,17;53,85;0,04;100;0,42;1;6,64;65,41;0;0;0;0;0;0
Gui Ferreira;Mafra;Mafra;LB;32;200000;2024-06-30;20;1717;2;3,38;0;1,73;16,09;54,07;Portugal;Portugal;izquierdo;183;73;no;9,8;7,55;60,42;1,26;58,33;0,16;0,24;0,31;5,08;7,64;0,84;5;0,26;1;0,05;2,83;0,1;1;0,05;0,18;0;0;19;1;31,58;10,526;0;2,31;45,45;1,89;47,22;0,42;37,5;0,52;2,1;60;5,5;48,57;0,94;1,26;0,37;1,42;1,42;38,79;80;12,63;68,05;6,71;92,19;14,62;87,81;30,77;85,52;5,87;64,29;21,24;38,52;0,09;0,94;0;0;0,37;57,14;0,31;5,77;74,55;2,94;57,14;0,73;57,14;0,84;1,05;8,49;72,84;0,68;0,05;0;2,25;2;50
Káká;União de Leiria;União de Leiria;LB, LCB;31;200000;2024-06-30;18;857;1;0,15;0;0,04;22,68;59,72;Portugal;Portugal;izquierdo;172;65;no;10,71;10,4;66,67;2,73;65,38;0,21;0,28;0;3,57;4,81;2,42;6;0,63;0;0;0,95;0,11;1;0,11;0,02;0;0;4;0,42;25;25;0;1,58;33,33;1,58;33,33;0;0;0,21;0,84;37,5;6,93;51,52;0,74;0,74;0,21;1,26;2,21;30,77;81,91;11,45;76,15;5,88;91,07;7,77;83,78;26,46;86,9;2,94;60,71;16,36;26,65;0;0,11;0;0;0,11;0;0;3,89;78,38;1,26;66,67;0,11;0;0,32;0,42;6,2;72,88;0;0;0;0;0;0
D. Cáceres;Defensa y Justicia;Defensa y Justicia;LB;26;200000;2024-12-31;40;2011;1;0,69;2;1,03;15,38;47,95;Paraguay;Paraguay;izquierdo;174;66;no;9,9;6,26;60,47;3,01;50;0,39;0,57;0,1;5,73;8,41;1,07;5;0,22;0;0;2,13;0,04;1;0,05;0,03;1;0,05;8;0,39;25;12,5;0,1;2,52;38,46;2,47;39,22;0,05;0;0,1;1,7;60;3,25;37,31;0,68;1,84;0,82;2,72;0,44;41,39;76,55;17,37;69,83;5,73;91,53;12,18;77,69;33,48;85,07;5,48;41,59;19,17;27,01;0,05;0,53;0;0;0,05;100;0,34;6,36;64,12;2,38;46,94;0,34;14,29;0,34;0,92;10,33;69,95;0;0;0;0,1;0;0
J. Kalabiška;Slovácko;Slovácko;LB, LWB;37;200000;2024-06-30;15;615;2;1,54;0;0,2;24,88;43,53;Czech Republic;Czech Republic;izquierdo;188;78;no;9,66;8,78;53,33;6,44;43,18;0,88;1,43;0,29;4,1;6,67;1,9;1;0,15;0;0;2,2;0,29;2;0,29;0,23;0;0;13;1,9;30,77;15,385;0;3,22;22,73;3,07;19,05;0,15;100;0,88;2,05;42,86;4,98;41,18;3,95;1,17;0;2,63;1,02;27,8;65,26;13,17;56,67;2,34;81,25;7,9;79,63;20,93;74,13;3,95;48,15;17,56;18,9;0,03;0,29;0;0;0;0;0,29;2,78;57,89;2,34;43,75;0,15;0;0,29;1,02;7,17;53,06;0;0;0;0;0;0
N. Brown;Nürnberg;Nürnberg;LB;20;200000;2024-06-30;19;1611;0;0,58;4;1,68;16,7;49,5;Germany;Germany, United States;izquierdo;176;60;si;8,72;7,99;62,94;1,4;20;0,34;0,45;0,06;3,35;4,53;0,61;4;0,22;0;0;2,18;0;0;0;0,03;0;0;10;0,56;10;0;0,22;2,07;32,43;1,79;31,25;0,17;0;0,22;2,57;54,35;5,03;43,33;0,61;2,4;1,01;0,78;0,73;35,7;78,4;14,8;67,92;5,36;93,75;9,83;84,66;29,33;85,71;4,36;50;18,33;26,13;0,09;1,06;0,06;0;0,34;16,67;0,39;4,36;76,92;2,63;57,45;0,67;25;0,61;0,84;8,16;60,27;0,28;0;0;1,12;0;0
Toni Herrero;Sabadell;Sabadell;LCB, LB;22;200000;2025-06-30;20;1815;3;0,95;1;0,92;11,06;57,21;Spain;Spain;izquierdo;179;74;no;7,1;4,18;71,05;1,93;54,29;0,22;0,28;0,22;3,91;5,05;0,28;0;0;1;0,05;2,31;0,15;2;0,11;0,05;0;0;14;0,77;28,57;14,286;0,06;3,03;29,09;3,03;29,09;0;0;0,44;1,49;74,07;2,64;52,08;0,66;1,38;0,44;1,76;0,06;39,25;77,28;15,63;71,13;5,23;94,74;13,76;79,2;30,77;86,4;5,61;52,94;21,4;39,44;0,05;0,61;0;0;0,17;66,67;0,33;5,78;68,57;2,75;38;0,33;33,33;0,39;0,94;9,36;68,82;0,11;0;0;0,06;0;0
M. Simba;Brann II;Brann II;RW, LB, RAMF;23;175000;2024-12-31;29;1734;3;2,76;0;1,5;24,29;48,93;Sweden;Sweden;izquierdo;183;70;no;6,96;6,33;63,11;1,19;47,83;0,36;0,46;0,1;2,6;3,26;0,73;2;0,1;1;0,05;5,4;0,16;3;0,16;0,14;0;0;31;1,61;32,26;9,677;0;1,71;30,3;0,73;28,57;0,93;27,78;0,21;7,53;55,17;14,38;43,32;2,49;3,63;1,61;1,51;0,88;32,65;81,72;10,69;75,73;7,11;93,43;8,93;79,07;29,53;86,12;1,51;48,28;15,07;19,41;0,08;1,04;0;0,05;0,52;40;0,42;2,75;75,47;2,49;52,08;0,57;45,45;1,3;0,52;5,55;81,31;0,1;0;0;0;0;0
O. Sverrisson;Varbergs;Varbergs;LB;31;175000;2024-12-31;23;1583;0;0,28;0;0,89;17,51;51,62;Sweden;Sweden, Iceland;izquierdo;184;80;no;9,95;7,96;57,86;4,04;54,93;0,23;0,26;0,23;5,12;5,91;1,02;1;0,06;0;0;1,71;0;0;0;0,02;0;0;10;0,57;20;0;0;2,79;24,49;2,79;24,49;0;0;0,68;1,36;62,5;3,92;42,03;1,25;1,48;0,57;2,27;0,51;31,9;75,04;13,08;73,91;5,23;92,39;8,13;67,83;25,81;83,04;3,41;55;18,31;35,01;0,05;0,63;0;0;0,06;100;0,23;3,7;69,23;3,07;42,59;0,45;25;0,8;0,8;7,68;68,15;0,11;0;0;0;0;0
A. Bindella;Gimnasia Mendoza;Gimnasia Mendoza;LB, LWB;22;175000;2024-12-31;17;980;2;0,91;1;0,74;21,86;50,42;Argentina;Argentina;izquierdo;171;67;no;10,74;9,18;59;2,85;45,16;0,64;1;0,18;4,68;7,29;1,1;2;0,18;0;0;2,39;0,18;2;0,18;0,08;0;0;8;0,73;37,5;25;0,09;3,03;30,3;2,94;31,25;0;0;0,09;2,76;43,33;5,42;38,98;0,64;1,84;1,01;1,65;1,19;27,09;68,14;14,23;62,58;2,11;95,65;7,26;69,62;19,93;78,8;4,13;44,44;22,39;34,44;0,07;0,46;0;0;0,18;0;0,37;5,14;57,14;2,76;40;0,46;20;0,28;1,01;7,53;69,51;0;0;0;0,18;0;0
J. Fernández;Levski Sofia;Levski Sofia;LCB, LB;25;175000;2024-12-31;14;1249;1;0,01;0;0,03;13,93;44,44;Uruguay;Uruguay, Italy;izquierdo;184;76;no;8,25;6,7;65,38;1,29;20;0;0;0,26;3,87;5,56;1,55;1;0,07;0;0;0,52;0,07;0;0;0;0;0;1;0,26;0;0;0;0,52;0;0,52;0;0;0;0;1,03;50;3,87;20;0;1,55;0;1,55;0,26;38,68;78;17,54;67,65;4,64;94,44;13,15;86,27;29,91;89,66;8,25;40,63;23,51;32,4;0,01;0,26;0;0;0;0;0;7,74;63,33;1,29;20;0,26;0;0,52;0;11,35;63,64;0;0;0;0;0;0
S. Laquidaín;Central Córdoba SdE;Central Córdoba SdE;LCB, LB;22;175000;2024-12-31;21;1686;1;0,81;0;0,03;18,68;60,29;Argentina;Argentina;izquierdo;184;73;si;13,29;10,46;69,39;3,26;52,46;0,75;1,15;0,27;5,28;8,14;1,55;5;0,27;0;0;0,75;0,05;1;0,05;0,04;0;0;4;0,21;50;25;0;0,32;33,33;0,27;20;0,05;100;0;1,01;52,63;2,03;50;0,21;0,59;0,05;0,48;0,85;32,51;81,61;16,12;71,19;1,71;100;10,84;93,1;24,23;88,33;8,01;62,67;22,09;34,82;0;0,05;0;0;0;0;0;5,18;60,82;0,59;36,36;0,21;0;0,11;0,16;8,17;69,93;0,05;0,05;0;0,05;0;0
G. Olivera;Liverpool;Liverpool;LB;23;175000;2024-12-31;22;1548;0;0,45;2;1,13;18,31;53,97;Uruguay;Uruguay;izquierdo;169;74;no;10,17;8,49;63,7;1,69;51,72;0,17;0,28;0,12;4,59;7,25;0,87;4;0,23;0;0;3,2;0;0;0;0,03;0;0;6;0,35;33,33;0;0,12;3,08;45,28;3,08;45,28;0;0;0,35;2,56;65,91;5,23;46,67;0,52;2,03;1,05;1,86;0,58;39,53;78,38;14,77;64,96;6,92;94,96;12,15;83,25;30,58;85,36;5,93;59,8;19,95;27,27;0,07;0,93;0;0;0;0;0,35;5,17;70,79;3,26;51,79;0,35;50;0,35;1,4;9,65;65,66;0,52;0,12;0;1,28;0;0
R. Kristiansen;Brann;Brann;LCB, LB;35;150000;2024-12-31;22;1974;0;0;0;0,13;13,27;60,48;Norway;Norway;izquierdo;183;74;no;8,25;5,97;72,52;1,91;42,86;0,27;0,44;0,5;3,65;5,88;0,27;3;0,14;0;0;0,68;0;0;0;0;0;0;0;0;0;0;0;0,64;28,57;0,64;28,57;0;0;0,05;0,55;91,67;2,83;50;0,32;3,19;0,32;0,36;0,68;76,91;92,77;22,43;85,37;7,11;96,15;36,98;96,55;71,81;95,3;4,47;61,22;17,9;31,95;0,01;0,09;0;0,05;0,09;0;0,05;9,89;82,03;1,32;55,17;0,46;40;0,5;0,18;8,84;75,77;0;0;0;0,05;0;0
Brais Martínez;Racing Ferrol;Racing Ferrol;LB;22;150000;2024-06-30;16;1158;0;0,42;0;0,44;19,38;53,48;Spain;Spain;izquierdo;175;68;no;11,46;9,78;59,48;2,7;31,25;0,17;0,19;0;5,48;6,31;1,01;1;0,08;0;0;1,26;0;0;0;0,04;0;0;2;0,17;0;0;0;1,26;20;1,26;20;0;0;0,08;2,11;48;3,88;54,35;0,25;0,93;0,42;0,84;0,51;32,7;75,52;15,08;62,01;6,15;95,89;7,42;86,36;27,47;82,21;3,96;46,81;17,11;27,16;0,04;0,25;0;0;0,25;0;0,17;3,79;57,78;1,43;29,41;0,42;0;0,08;0,34;6,83;53,09;0;0;0;0;0;0
N. Athanasiou;Atromitos;Atromitos;LB, LCB;22;150000;2025-06-30;13;1040;0;0,14;1;0,35;15,25;49,07;Greece;Greece;izquierdo;177;73;no;9,28;7,29;50,65;2,08;45,45;0,38;0,45;0,09;5,21;6,2;1,71;3;0,26;0;0;1,99;0;0;0;0,01;0;0;2;0,19;50;0;0,09;2,56;29,63;2,56;29,63;0;0;0,38;1,33;78,57;3,13;60,61;0,28;1,52;0,57;0,85;1,14;40,83;77,26;17,53;69,19;4,36;93,48;14,49;81,05;31,74;87,46;6,82;47,22;22,34;35,3;0,03;0,28;0;0;0,28;33,33;0,28;5,4;59,65;2,27;25;0,57;16,67;0;0,66;8,05;67,06;0,38;0,09;100;0,19;0;0
Pablo Pérez;Atlético Madrid B;Atlético Madrid B;LB;22;150000;2024-06-30;16;1505;0;0,21;1;0,82;18,42;55,19;Spain;Spain;izquierdo;174;65;no;10,47;8,25;63,04;2,15;52,78;0,24;0,35;0,3;5,02;7,26;1,02;2;0,12;0;0;2,39;0;0;0;0,01;0;0;4;0,24;0;0;0,06;3,23;27,78;3,23;27,78;0;0;0,36;2,57;58,14;5,62;48,94;0,72;2,39;1,2;1,97;1,14;36,48;75,41;14,65;67,35;5,38;95,56;11,06;74,59;29,96;83,63;3,35;46,43;18,92;37,56;0,05;0,66;0;0;0,06;0;0,36;3,59;60;2,75;36,96;0,36;16,67;0,42;0,96;7,71;57,36;0,06;0;0;0,06;0;0
Armando Lopes;Vilaverdense;Vilaverdense;LB;24;150000;2024-06-30;15;844;0;0,47;0;0,29;19,83;55,91;Portugal;Portugal;izquierdo;167;63;no;12,8;8,96;63,1;2,67;44;0,75;1,11;0,43;6,4;9,52;1,17;3;0,32;0;0;2,24;0;0;0;0,05;0;0;3;0,32;0;0;0;2,77;11,54;2,77;11,54;0;0;0,53;2,67;72;5,97;55,36;0,53;0,75;0,53;1,49;1,49;31,67;69,02;14,4;62,22;3,63;94,12;8,53;72,5;23,89;79,91;5,01;48,94;18,34;25,95;0,03;0,43;0;0;0,32;0;0,21;4,37;60,98;2,45;26,09;0,53;0;0,32;0,32;8,32;60,26;0,11;0;0;0;0;0
Gerard Martín;Barcelona B;Barcelona B;LB;21;150000;2024-06-30;22;2164;0;1,25;1;0,94;14,27;55,1;Spain;Spain;izquierdo;186;76;no;7,69;4,82;65,52;3,33;61,25;0,04;0,07;0,33;4,49;7,73;0,75;3;0,12;0;0;1,25;0;0;0;0,05;0;0;8;0,33;37,5;0;0,04;1,46;34,29;1,46;34,29;0;0;0,08;1,21;51,72;3,24;42,31;0,96;0,87;0,04;3,83;0,58;54,65;85,01;18,22;74,89;8,44;96,55;21,79;89,12;48,2;90,25;5,07;48,36;19,47;41,01;0,04;0,54;0;0;0,17;0;0,33;5,86;70,21;1,58;34,21;0,46;18,18;0,25;0,46;9,48;71,93;0;0;0;0;0;0
Marc Llinares;Hammarby;Hammarby;LB, LWB;24;150000;2024-06-30;19;1531;0;0,39;1;1,54;17,58;54,52;Spain;Spain;izquierdo;180;69;no;7,64;5,53;62,77;2,12;36,11;0,29;0,37;0,24;3,88;4,88;0,82;1;0,06;0;0;2,88;0;0;0;0,02;0;0;5;0,29;40;0;0,06;2,47;30,95;2,06;28,57;0,41;42,86;0,35;2,82;64,58;6,94;61,02;1,06;2,23;1;1,82;1,65;37,98;78,33;13,7;68,24;8,41;91,61;10,29;80,57;30,8;86,64;4,88;48,19;20,32;40,61;0,09;1,23;0;0,06;0,35;50;0,18;5,88;59;3,06;40,38;0,82;21,43;0,53;0,65;7,35;75,2;0,24;0;0;1,35;0;0
Talocha;Farense;Farense;LB;34;150000;2024-06-30;23;2135;0;0,44;2;1,59;12,22;48,28;Portugal;Portugal;izquierdo;180;76;no;8,81;6,15;52,05;2,32;49,09;0,25;0,31;0,38;5,35;6,63;0,8;3;0,13;0;0;1,39;0;0;0;0,02;0;0;14;0,59;28,57;0;0,08;2,32;32,73;2,32;32,73;0;0;0,17;0,72;64,71;1,98;46,81;0,42;0,84;0,25;1,6;0,67;31,83;73,77;15,26;62,43;4,51;94,39;8,47;81,09;24,7;84,81;4,89;36,21;19,66;36,02;0,07;0,59;0;0,08;0,08;0;0,34;5,82;54,35;2,44;32,76;0,67;12,5;0,3;0,8;7,33;68,39;0,21;0;0;0,3;0;0
J. Fleišman;Karviná;Karviná;LB;39;150000;2024-06-30;11;1062;0;0,35;0;2,17;16,1;53,68;Czech Republic;Czech Republic;izquierdo;183;77;si;11,1;6,95;64,63;2,12;44;0,42;0,58;0;6,19;8,42;0,51;1;0,08;0;0;3,39;0;0;0;0,03;0;0;8;0,68;12,5;0;0;4,07;52,08;3,73;50;0,34;75;0,51;1,69;65;4,66;47,27;0,59;1,02;0,59;1,61;0,85;33,22;64,54;16,36;53,89;2,88;91,18;10,17;77,5;20,51;71,49;9,32;52,73;25,46;38,73;0,18;1,27;0,08;0;0,25;33,33;0,25;7,97;56,38;4,15;59,18;1,02;33,33;0,42;1,86;11,69;71,74;1,69;0,08;0;1,69;0;0
D. Sosa;Peñarol;Peñarol;LB;26;125000;2024-12-31;35;3237;1;1,07;1;2,99;10,93;54,71;Argentina;Argentina;izquierdo;177;72;si;8,87;5,45;67,35;1,11;47,5;0,17;0,24;0,19;5,03;7,38;0,31;1;0,03;0;0;1,81;0,03;1;0,03;0,03;0;0;24;0,67;33,33;4,167;0,03;3,03;32,11;2,97;31,78;0,06;50;0,22;1,06;57,89;2,53;35,16;0,7;0,44;0,22;1,84;0,39;39,01;79,83;14,79;71,62;5,53;96,48;12,87;79,91;29,5;89,54;6,67;57,5;21,23;37,34;0,08;0,7;0;0;0,06;0;0,33;4,64;70,06;2,72;33,67;0,39;21,43;0,17;0,89;8,56;73,38;0,53;0,11;50;0,67;0;0
I. Miodragovi?;Radni?ki Sr. Mitrovica;Radni?ki Sr. Mitrovica;LB;20;100000;2025-05-31;15;1092;0;0,01;1;0,67;23,46;52;Serbia;Serbia;izquierdo;0;0;si;13,39;10,41;66,39;2,64;38,71;0,68;0,88;0,26;5,8;7,47;1,11;3;0,25;0;0;3,24;0;0;0;0;0;0;1;0,09;0;0;0,09;3,07;22,22;3,07;22,22;0;0;0,34;4,35;56,86;7,93;41,94;0,51;0,51;0,26;0,51;0,85;33,53;62,34;19,02;53,36;4,61;90,74;5,8;64,71;23,72;74,82;6,91;35,8;21,69;37,03;0,06;0,26;0;0;0,17;50;0,17;5,29;50;2,56;23,33;0,43;20;0,26;0,51;8,87;56,73;0;0;0;0;0;0
M. Tonetto;FeralpiSalò;FeralpiSalò;LWB, LB;22;100000;2024-06-30;15;558;2;1,11;0;0,33;22,08;62,12;Italy;Italy;izquierdo;179;77;no;10,54;10,04;66,67;2,68;75;0,33;0,41;0,17;3,51;4,34;1,67;1;0,16;0;0;5,52;0,32;2;0,33;0,19;1;0,17;6;1;83,33;33,333;0;4,35;34,62;4,35;34,62;0;0;0,17;4,18;76;7,36;59,09;1,67;2,84;0,67;1,34;1;29,61;72,32;10,87;64,62;4,68;96,43;8,36;76;22,58;82,96;3,18;52,63;21,65;36,03;0,05;0,5;0;0;0;0;0,17;3,01;50;2,68;31,25;0,67;25;0,17;1,17;5,52;72,73;0;0;0;0,17;0;0
Vitinho;CRB;CRB;LB, LW;22;100000;2025-01-31;32;2396;0;1,87;2;2,14;19,05;47,95;Brazil;Brazil;izquierdo;176;65;no;7,42;6,95;61,8;2,58;34,85;0,08;0,11;0,08;3,04;4,33;0,94;0;0;0;0;3,2;0;0;0;0,07;0;0;23;0,9;26,09;0;0,08;2,97;26,32;2,77;25,35;0,16;50;0,31;3,67;58,51;7,18;43,48;1,8;2,34;0,74;1,33;0,94;32,24;75,91;12,88;70,61;5,39;92,03;8,31;76,06;26,93;84,2;2,65;41,18;18,13;26,25;0,08;0,94;0,08;0;0,2;20;0,27;4,29;77,27;2,5;37,5;0,39;20;0,35;0,74;6,01;70,78;0,47;0,12;0;0,78;0;0
T. Ostchega;Independiente Rivadavia;Independiente Rivadavia;LB;25;100000;2024-12-31;33;2881;1;1,91;4;4,67;20,52;50,38;Argentina;Argentina;izquierdo;176;69;si;11,81;7,65;67,76;3,65;45,3;1,06;1,79;0,16;5,56;9,35;1,16;8;0,25;0;0;2,47;0,03;1;0,03;0,06;0;0;27;0,84;33,33;3,704;0,12;2,84;24,18;2,84;24,18;0;0;0,28;3,16;47,52;5,72;39,34;0,78;1,66;0,66;1,66;0,44;32,43;67,24;15,93;59,41;4,19;85,82;7,9;72,73;23,99;78,13;5,84;41,18;21,59;35,37;0,15;1,09;0;0,06;0,06;0;0,28;5,78;55,14;2,41;29,87;0,41;7,69;0,28;0,78;8,65;61,37;2,19;0,16;60;0,5;0;0
